cbsa_code,cbsa_name,ct_code,ct_name,msa
20020,"Dothan, AL",1069,"Houston County, Alabama",1
20060,"Douglas, GA",13003,"Atkinson County, Georgia",0
20060,"Douglas, GA",13069,"Coffee County, Georgia",0
20100,"Dover, DE",10001,"Kent County, Delaware",1
20140,"Dublin, GA",13167,"Johnson County, Georgia",0
20140,"Dublin, GA",13175,"Laurens County, Georgia",0
20180,"DuBois, PA",42033,"Clearfield County, Pennsylvania",0
20220,"Dubuque, IA",19061,"Dubuque County, Iowa",1
20260,"Duluth, MN-WI",27017,"Carlton County, Minnesota",1
20260,"Duluth, MN-WI",27137,"St. Louis County, Minnesota",1
20260,"Duluth, MN-WI",55031,"Douglas County, Wisconsin",1
20300,"Dumas, TX",48341,"Moore County, Texas",0
20340,"Duncan, OK",40137,"Stephens County, Oklahoma",0
20420,"Durango, CO",8067,"La Plata County, Colorado",0
20460,"Durant, OK",40013,"Bryan County, Oklahoma",0
20500,"Durham-Chapel Hill, NC",37037,"Chatham County, North Carolina",1
20500,"Durham-Chapel Hill, NC",37063,"Durham County, North Carolina",1
20500,"Durham-Chapel Hill, NC",37135,"Orange County, North Carolina",1
20500,"Durham-Chapel Hill, NC",37145,"Person County, North Carolina",1
20540,"Dyersburg, TN",47045,"Dyer County, Tennessee",0
20580,"Eagle Pass, TX",48323,"Maverick County, Texas",1
20660,"Easton, MD",24041,"Talbot County, Maryland",0
20700,"East Stroudsburg, PA",42089,"Monroe County, Pennsylvania",0
20740,"Eau Claire, WI",55017,"Chippewa County, Wisconsin",1
20740,"Eau Claire, WI",55035,"Eau Claire County, Wisconsin",1
20780,"Edwards, CO",8037,"Eagle County, Colorado",0
20820,"Effingham, IL",17035,"Cumberland County, Illinois",0
20820,"Effingham, IL",17049,"Effingham County, Illinois",0
20900,"El Campo, TX",48481,"Wharton County, Texas",0
20940,"El Centro, CA",6025,"Imperial County, California",1
20980,"El Dorado, AR",5139,"Union County, Arkansas",0
21020,"Elizabeth City, NC",37139,"Pasquotank County, North Carolina",0
21060,"Elizabethtown, KY",21093,"Hardin County, Kentucky",1
21060,"Elizabethtown, KY",21123,"Larue County, Kentucky",1
21120,"Elk City, OK",40009,"Beckham County, Oklahoma",0
21140,"Elkhart-Goshen, IN",18039,"Elkhart County, Indiana",1
21180,"Elkins, WV",54083,"Randolph County, West Virginia",0
21220,"Elko, NV",32007,"Elko County, Nevada",0
21220,"Elko, NV",32011,"Eureka County, Nevada",0
21260,"Ellensburg, WA",53037,"Kittitas County, Washington",0
21300,"Elmira, NY",36015,"Chemung County, New York",1
21340,"El Paso, TX",48141,"El Paso County, Texas",1
21340,"El Paso, TX",48229,"Hudspeth County, Texas",1
21380,"Emporia, KS",20017,"Chase County, Kansas",0
21380,"Emporia, KS",20111,"Lyon County, Kansas",0
21420,"Enid, OK",40047,"Garfield County, Oklahoma",1
21460,"Enterprise, AL",1031,"Coffee County, Alabama",0
21500,"Erie, PA",42049,"Erie County, Pennsylvania",1
21540,"Escanaba, MI",26041,"Delta County, Michigan",0
21580,"Española, NM",35039,"Rio Arriba County, New Mexico",0
21640,"Eufaula, AL-GA",1005,"Barbour County, Alabama",0
21640,"Eufaula, AL-GA",13239,"Quitman County, Georgia",0
21660,"Eugene-Springfield, OR",41039,"Lane County, Oregon",1
21700,"Eureka-Arcata, CA",6023,"Humboldt County, California",0
21740,"Evanston, WY-UT",49033,"Rich County, Utah",0
21740,"Evanston, WY-UT",56041,"Uinta County, Wyoming",0
21780,"Evansville, IN",18129,"Posey County, Indiana",1
21780,"Evansville, IN",18163,"Vanderburgh County, Indiana",1
21780,"Evansville, IN",18173,"Warrick County, Indiana",1
21820,"Fairbanks-College, AK",2090,"Fairbanks North Star Borough, Alaska",1
21860,"Fairmont, MN",27091,"Martin County, Minnesota",0
21900,"Fairmont, WV",54049,"Marion County, West Virginia",0
21980,"Fallon, NV",32001,"Churchill County, Nevada",0
22020,"Fargo, ND-MN",27027,"Clay County, Minnesota",1
22020,"Fargo, ND-MN",38017,"Cass County, North Dakota",1
22060,"Faribault-Northfield, MN",27131,"Rice County, Minnesota",0
22100,"Farmington, MO",29187,"St. Francois County, Missouri",0
22140,"Farmington, NM",35045,"San Juan County, New Mexico",1
22180,"Fayetteville, NC",37051,"Cumberland County, North Carolina",1
22180,"Fayetteville, NC",37093,"Hoke County, North Carolina",1
22190,"Fayetteville, TN",47103,"Lincoln County, Tennessee",0
22220,"Fayetteville-Springdale-Rogers, AR",5007,"Benton County, Arkansas",1
22220,"Fayetteville-Springdale-Rogers, AR",5087,"Madison County, Arkansas",1
22220,"Fayetteville-Springdale-Rogers, AR",5143,"Washington County, Arkansas",1
22260,"Fergus Falls, MN",27111,"Otter Tail County, Minnesota",0
22300,"Findlay, OH",39063,"Hancock County, Ohio",0
22340,"Fitzgerald, GA",13017,"Ben Hill County, Georgia",0
22380,"Flagstaff, AZ",4005,"Coconino County, Arizona",1
22420,"Flint, MI",26049,"Genesee County, Michigan",1
22500,"Florence, SC",45031,"Darlington County, South Carolina",1
22500,"Florence, SC",45041,"Florence County, South Carolina",1
22520,"Florence-Muscle Shoals, AL",1033,"Colbert County, Alabama",1
22520,"Florence-Muscle Shoals, AL",1077,"Lauderdale County, Alabama",1
22540,"Fond du Lac, WI",55039,"Fond du Lac County, Wisconsin",1
22580,"Forest City, NC",37161,"Rutherford County, North Carolina",0
22620,"Forrest City, AR",5123,"St. Francis County, Arkansas",0
22660,"Fort Collins-Loveland, CO",8069,"Larimer County, Colorado",1
22700,"Fort Dodge, IA",19187,"Webster County, Iowa",0
22780,"Fort Leonard Wood, MO",29169,"Pulaski County, Missouri",0
22800,"Fort Madison, IA",19111,"Lee County, Iowa",0
22820,"Fort Morgan, CO",8087,"Morgan County, Colorado",0
22840,"Fort Payne, AL",1049,"DeKalb County, Alabama",0
22900,"Fort Smith, AR-OK",5033,"Crawford County, Arkansas",1
22900,"Fort Smith, AR-OK",5131,"Sebastian County, Arkansas",1
22900,"Fort Smith, AR-OK",40135,"Sequoyah County, Oklahoma",1
23060,"Fort Wayne, IN",18003,"Allen County, Indiana",1
23060,"Fort Wayne, IN",18179,"Wells County, Indiana",1
23060,"Fort Wayne, IN",18183,"Whitley County, Indiana",1
23140,"Frankfort, IN",18023,"Clinton County, Indiana",0
23180,"Frankfort, KY",21005,"Anderson County, Kentucky",0
23180,"Frankfort, KY",21073,"Franklin County, Kentucky",0
23190,"Franklin, KY",21213,"Simpson County, Kentucky",0
23240,"Fredericksburg, TX",48171,"Gillespie County, Texas",0
23300,"Freeport, IL",17177,"Stephenson County, Illinois",0
23340,"Fremont, NE",31053,"Dodge County, Nebraska",0
23380,"Fremont, OH",39143,"Sandusky County, Ohio",0
23420,"Fresno, CA",6019,"Fresno County, California",1
23420,"Fresno, CA",6039,"Madera County, California",1
23460,"Gadsden, AL",1055,"Etowah County, Alabama",1
23500,"Gaffney, SC",45021,"Cherokee County, South Carolina",0
23540,"Gainesville, FL",12001,"Alachua County, Florida",1
23540,"Gainesville, FL",12041,"Gilchrist County, Florida",1
23540,"Gainesville, FL",12075,"Levy County, Florida",1
23580,"Gainesville, GA",13139,"Hall County, Georgia",1
23620,"Gainesville, TX",48097,"Cooke County, Texas",0
23660,"Galesburg, IL",17095,"Knox County, Illinois",0
23680,"Gallipolis, OH",39053,"Gallia County, Ohio",0
23700,"Gallup, NM",35031,"McKinley County, New Mexico",0
23780,"Garden City, KS",20055,"Finney County, Kansas",0
23820,"Gardnerville Ranchos, NV-CA",6003,"Alpine County, California",0
23820,"Gardnerville Ranchos, NV-CA",32005,"Douglas County, Nevada",0
23900,"Gettysburg, PA",42001,"Adams County, Pennsylvania",1
23940,"Gillette, WY",56005,"Campbell County, Wyoming",0
23980,"Glasgow, KY",21009,"Barren County, Kentucky",0
23980,"Glasgow, KY",21169,"Metcalfe County, Kentucky",0
24020,"Glens Falls, NY",36113,"Warren County, New York",1
24020,"Glens Falls, NY",36115,"Washington County, New York",1
24100,"Gloversville, NY",36035,"Fulton County, New York",0
24140,"Goldsboro, NC",37191,"Wayne County, North Carolina",1
24180,"Granbury, TX",48221,"Hood County, Texas",0
24220,"Grand Forks, ND-MN",27119,"Polk County, Minnesota",1
24220,"Grand Forks, ND-MN",38035,"Grand Forks County, North Dakota",1
24260,"Grand Island, NE",31079,"Hall County, Nebraska",1
24260,"Grand Island, NE",31093,"Howard County, Nebraska",1
24260,"Grand Island, NE",31121,"Merrick County, Nebraska",1
24300,"Grand Junction, CO",8077,"Mesa County, Colorado",1
24330,"Grand Rapids, MN",27061,"Itasca County, Minnesota",0
24340,"Grand Rapids-Wyoming-Kentwood, MI",26015,"Barry County, Michigan",1
24340,"Grand Rapids-Wyoming-Kentwood, MI",26067,"Ionia County, Michigan",1
24340,"Grand Rapids-Wyoming-Kentwood, MI",26081,"Kent County, Michigan",1
24340,"Grand Rapids-Wyoming-Kentwood, MI",26117,"Montcalm County, Michigan",1
24340,"Grand Rapids-Wyoming-Kentwood, MI",26139,"Ottawa County, Michigan",1
24420,"Grants Pass, OR",41033,"Josephine County, Oregon",1
24460,"Great Bend, KS",20009,"Barton County, Kansas",0
24500,"Great Falls, MT",30013,"Cascade County, Montana",1
24540,"Greeley, CO",8123,"Weld County, Colorado",1
24580,"Green Bay, WI",55009,"Brown County, Wisconsin",1
24580,"Green Bay, WI",55061,"Kewaunee County, Wisconsin",1
24580,"Green Bay, WI",55083,"Oconto County, Wisconsin",1
24600,"Greencastle, IN",18133,"Putnam County, Indiana",0
24620,"Greeneville, TN",47059,"Greene County, Tennessee",0
24640,"Greenfield, MA",25011,"Franklin County, Massachusetts",0
24660,"Greensboro-High Point, NC",37081,"Guilford County, North Carolina",1
24660,"Greensboro-High Point, NC",37151,"Randolph County, North Carolina",1
24660,"Greensboro-High Point, NC",37157,"Rockingham County, North Carolina",1
24700,"Greensburg, IN",18031,"Decatur County, Indiana",0
24740,"Greenville, MS",28151,"Washington County, Mississippi",0
24780,"Greenville, NC",37147,"Pitt County, North Carolina",1
24820,"Greenville, OH",39037,"Darke County, Ohio",0
24860,"Greenville-Anderson-Greer, SC",45007,"Anderson County, South Carolina",1
24860,"Greenville-Anderson-Greer, SC",45045,"Greenville County, South Carolina",1
24860,"Greenville-Anderson-Greer, SC",45059,"Laurens County, South Carolina",1
24860,"Greenville-Anderson-Greer, SC",45077,"Pickens County, South Carolina",1
24900,"Greenwood, MS",28015,"Carroll County, Mississippi",0
24900,"Greenwood, MS",28083,"Leflore County, Mississippi",0
24940,"Greenwood, SC",45001,"Abbeville County, South Carolina",0
24940,"Greenwood, SC",45047,"Greenwood County, South Carolina",0
24980,"Grenada, MS",28043,"Grenada County, Mississippi",0
24980,"Grenada, MS",28097,"Montgomery County, Mississippi",0
25020,"Guayama, PR",72015,"Arroyo Municipio, Puerto Rico",1
25020,"Guayama, PR",72057,"Guayama Municipio, Puerto Rico",1
25020,"Guayama, PR",72109,"Patillas Municipio, Puerto Rico",1
25060,"Gulfport-Biloxi, MS",28045,"Hancock County, Mississippi",1
25060,"Gulfport-Biloxi, MS",28047,"Harrison County, Mississippi",1
25060,"Gulfport-Biloxi, MS",28059,"Jackson County, Mississippi",1
25060,"Gulfport-Biloxi, MS",28131,"Stone County, Mississippi",1
25100,"Guymon, OK",40139,"Texas County, Oklahoma",0
25180,"Hagerstown-Martinsburg, MD-WV",24043,"Washington County, Maryland",1
25180,"Hagerstown-Martinsburg, MD-WV",54003,"Berkeley County, West Virginia",1
25180,"Hagerstown-Martinsburg, MD-WV",54065,"Morgan County, West Virginia",1
25200,"Hailey, ID",16013,"Blaine County, Idaho",0
25200,"Hailey, ID",16025,"Camas County, Idaho",0
25200,"Hailey, ID",16063,"Lincoln County, Idaho",0
25220,"Hammond, LA",22105,"Tangipahoa Parish, Louisiana",1
25260,"Hanford-Corcoran, CA",6031,"Kings County, California",1
25300,"Hannibal, MO",29127,"Marion County, Missouri",0
25300,"Hannibal, MO",29173,"Ralls County, Missouri",0
25420,"Harrisburg-Carlisle, PA",42041,"Cumberland County, Pennsylvania",1
25420,"Harrisburg-Carlisle, PA",42043,"Dauphin County, Pennsylvania",1
25420,"Harrisburg-Carlisle, PA",42099,"Perry County, Pennsylvania",1
25460,"Harrison, AR",5009,"Boone County, Arkansas",0
25460,"Harrison, AR",5101,"Newton County, Arkansas",0
25500,"Harrisonburg, VA",51165,"Rockingham County, Virginia",1
25500,"Harrisonburg, VA",51660,"Harrisonburg city, Virginia",1
25540,"Hartford-West Hartford-East Hartford, CT",9110,"Capitol Planning Region, Connecticut",1
25540,"Hartford-West Hartford-East Hartford, CT",9130,"Lower Connecticut River Valley Planning Region, Connecticut",1
25580,"Hastings, NE",31001,"Adams County, Nebraska",0
25580,"Hastings, NE",31035,"Clay County, Nebraska",0
25580,"Hastings, NE",31181,"Webster County, Nebraska",0
25620,"Hattiesburg, MS",28035,"Forrest County, Mississippi",1
25620,"Hattiesburg, MS",28073,"Lamar County, Mississippi",1
25620,"Hattiesburg, MS",28111,"Perry County, Mississippi",1
25700,"Hays, KS",20051,"Ellis County, Kansas",0
25720,"Heber, UT",49043,"Summit County, Utah",0
25720,"Heber, UT",49051,"Wasatch County, Utah",0
25740,"Helena, MT",30007,"Broadwater County, Montana",1
25740,"Helena, MT",30043,"Jefferson County, Montana",1
25740,"Helena, MT",30049,"Lewis and Clark County, Montana",1
25770,"Hemlock Farms, PA",42103,"Pike County, Pennsylvania",0
25775,"Henderson, KY",21101,"Henderson County, Kentucky",0
25775,"Henderson, KY",21233,"Webster County, Kentucky",0
25780,"Henderson, NC",37181,"Vance County, North Carolina",0
25820,"Hereford, TX",48117,"Deaf Smith County, Texas",0
25840,"Hermiston-Pendleton, OR",41049,"Morrow County, Oregon",0
25840,"Hermiston-Pendleton, OR",41059,"Umatilla County, Oregon",0
25850,"Hermitage, PA",42085,"Mercer County, Pennsylvania",0
25860,"Hickory-Lenoir-Morganton, NC",37003,"Alexander County, North Carolina",1
25860,"Hickory-Lenoir-Morganton, NC",37023,"Burke County, North Carolina",1
25860,"Hickory-Lenoir-Morganton, NC",37027,"Caldwell County, North Carolina",1
25860,"Hickory-Lenoir-Morganton, NC",37035,"Catawba County, North Carolina",1
25880,"Hillsdale, MI",26059,"Hillsdale County, Michigan",0
25900,"Hilo-Kailua, HI",15001,"Hawaii County, Hawaii",0
25940,"Hilton Head Island-Bluffton-Port Royal, SC",45013,"Beaufort County, South Carolina",1
25940,"Hilton Head Island-Bluffton-Port Royal, SC",45053,"Jasper County, South Carolina",1
25980,"Hinesville, GA",13179,"Liberty County, Georgia",1
25980,"Hinesville, GA",13183,"Long County, Georgia",1
26020,"Hobbs, NM",35025,"Lea County, New Mexico",0
26090,"Holland, MI",26005,"Allegan County, Michigan",0
26140,"Homosassa Springs, FL",12017,"Citrus County, Florida",1
26220,"Hood River, OR",41027,"Hood River County, Oregon",0
26300,"Hot Springs, AR",5051,"Garland County, Arkansas",1
26340,"Houghton, MI",26061,"Houghton County, Michigan",0
26340,"Houghton, MI",26083,"Keweenaw County, Michigan",0
26380,"Houma-Bayou Cane-Thibodaux, LA",22057,"Lafourche Parish, Louisiana",1
26380,"Houma-Bayou Cane-Thibodaux, LA",22109,"Terrebonne Parish, Louisiana",1
26420,"Houston-Pasadena-The Woodlands, TX",48015,"Austin County, Texas",1
26420,"Houston-Pasadena-The Woodlands, TX",48039,"Brazoria County, Texas",1
26420,"Houston-Pasadena-The Woodlands, TX",48071,"Chambers County, Texas",1
26420,"Houston-Pasadena-The Woodlands, TX",48157,"Fort Bend County, Texas",1
26420,"Houston-Pasadena-The Woodlands, TX",48167,"Galveston County, Texas",1
26420,"Houston-Pasadena-The Woodlands, TX",48201,"Harris County, Texas",1
26420,"Houston-Pasadena-The Woodlands, TX",48291,"Liberty County, Texas",1
26420,"Houston-Pasadena-The Woodlands, TX",48339,"Montgomery County, Texas",1
26420,"Houston-Pasadena-The Woodlands, TX",48407,"San Jacinto County, Texas",1
26420,"Houston-Pasadena-The Woodlands, TX",48473,"Waller County, Texas",1
26460,"Hudson, NY",36021,"Columbia County, New York",0
26500,"Huntingdon, PA",42061,"Huntingdon County, Pennsylvania",0
26540,"Huntington, IN",18069,"Huntington County, Indiana",0
26580,"Huntington-Ashland, WV-KY-OH",21019,"Boyd County, Kentucky",1
26580,"Huntington-Ashland, WV-KY-OH",21043,"Carter County, Kentucky",1
26580,"Huntington-Ashland, WV-KY-OH",21089,"Greenup County, Kentucky",1
26580,"Huntington-Ashland, WV-KY-OH",21127,"Lawrence County, Kentucky",1
26580,"Huntington-Ashland, WV-KY-OH",39087,"Lawrence County, Ohio",1
26580,"Huntington-Ashland, WV-KY-OH",54011,"Cabell County, West Virginia",1
26580,"Huntington-Ashland, WV-KY-OH",54079,"Putnam County, West Virginia",1
26580,"Huntington-Ashland, WV-KY-OH",54099,"Wayne County, West Virginia",1
26620,"Huntsville, AL",1083,"Limestone County, Alabama",1
26620,"Huntsville, AL",1089,"Madison County, Alabama",1
26660,"Huntsville, TX",48471,"Walker County, Texas",0
26700,"Huron, SD",46005,"Beadle County, South Dakota",0
26740,"Hutchinson, KS",20155,"Reno County, Kansas",0
26780,"Hutchinson, MN",27085,"McLeod County, Minnesota",0
26820,"Idaho Falls, ID",16019,"Bonneville County, Idaho",1
26820,"Idaho Falls, ID",16023,"Butte County, Idaho",1
26820,"Idaho Falls, ID",16051,"Jefferson County, Idaho",1
26860,"Indiana, PA",42063,"Indiana County, Pennsylvania",0
26900,"Indianapolis-Carmel-Greenwood, IN",18011,"Boone County, Indiana",1
26900,"Indianapolis-Carmel-Greenwood, IN",18013,"Brown County, Indiana",1
26900,"Indianapolis-Carmel-Greenwood, IN",18057,"Hamilton County, Indiana",1
26900,"Indianapolis-Carmel-Greenwood, IN",18059,"Hancock County, Indiana",1
26900,"Indianapolis-Carmel-Greenwood, IN",18063,"Hendricks County, Indiana",1
26900,"Indianapolis-Carmel-Greenwood, IN",18081,"Johnson County, Indiana",1
26900,"Indianapolis-Carmel-Greenwood, IN",18095,"Madison County, Indiana",1
26900,"Indianapolis-Carmel-Greenwood, IN",18097,"Marion County, Indiana",1
26900,"Indianapolis-Carmel-Greenwood, IN",18109,"Morgan County, Indiana",1
26900,"Indianapolis-Carmel-Greenwood, IN",18145,"Shelby County, Indiana",1
26900,"Indianapolis-Carmel-Greenwood, IN",18159,"Tipton County, Indiana",1
26980,"Iowa City, IA",19103,"Johnson County, Iowa",1
26980,"Iowa City, IA",19183,"Washington County, Iowa",1
27020,"Iron Mountain, MI-WI",26043,"Dickinson County, Michigan",0
27020,"Iron Mountain, MI-WI",55037,"Florence County, Wisconsin",0
27060,"Ithaca, NY",36109,"Tompkins County, New York",1
27100,"Jackson, MI",26075,"Jackson County, Michigan",1
27140,"Jackson, MS",28029,"Copiah County, Mississippi",1
27140,"Jackson, MS",28049,"Hinds County, Mississippi",1
27140,"Jackson, MS",28051,"Holmes County, Mississippi",1
27140,"Jackson, MS",28089,"Madison County, Mississippi",1
27140,"Jackson, MS",28121,"Rankin County, Mississippi",1
27140,"Jackson, MS",28123,"Scott County, Mississippi",1
27140,"Jackson, MS",28127,"Simpson County, Mississippi",1
27140,"Jackson, MS",28163,"Yazoo County, Mississippi",1
27180,"Jackson, TN",47023,"Chester County, Tennessee",1
27180,"Jackson, TN",47033,"Crockett County, Tennessee",1
27180,"Jackson, TN",47053,"Gibson County, Tennessee",1
27180,"Jackson, TN",47113,"Madison County, Tennessee",1
27220,"Jackson, WY-ID",16081,"Teton County, Idaho",0
27220,"Jackson, WY-ID",56039,"Teton County, Wyoming",0
27260,"Jacksonville, FL",12003,"Baker County, Florida",1
27260,"Jacksonville, FL",12019,"Clay County, Florida",1
27260,"Jacksonville, FL",12031,"Duval County, Florida",1
27260,"Jacksonville, FL",12089,"Nassau County, Florida",1
27260,"Jacksonville, FL",12109,"St. Johns County, Florida",1
27300,"Jacksonville, IL",17137,"Morgan County, Illinois",0
27300,"Jacksonville, IL",17171,"Scott County, Illinois",0
27340,"Jacksonville, NC",37133,"Onslow County, North Carolina",1
27380,"Jacksonville, TX",48073,"Cherokee County, Texas",0
27420,"Jamestown, ND",38093,"Stutsman County, North Dakota",0
27460,"Jamestown-Dunkirk, NY",36013,"Chautauqua County, New York",0
27500,"Janesville-Beloit, WI",55105,"Rock County, Wisconsin",1
27540,"Jasper, IN",18037,"Dubois County, Indiana",0
27600,"Jefferson, GA",13157,"Jackson County, Georgia",0
27620,"Jefferson City, MO",29027,"Callaway County, Missouri",1
27620,"Jefferson City, MO",29051,"Cole County, Missouri",1
27620,"Jefferson City, MO",29135,"Moniteau County, Missouri",1
27620,"Jefferson City, MO",29151,"Osage County, Missouri",1
27700,"Jesup, GA",13305,"Wayne County, Georgia",0
27740,"Johnson City, TN",47019,"Carter County, Tennessee",1
27740,"Johnson City, TN",47171,"Unicoi County, Tennessee",1
27740,"Johnson City, TN",47179,"Washington County, Tennessee",1
27780,"Johnstown, PA",42021,"Cambria County, Pennsylvania",1
27860,"Jonesboro, AR",5031,"Craighead County, Arkansas",1
27860,"Jonesboro, AR",5111,"Poinsett County, Arkansas",1
27900,"Joplin, MO-KS",20021,"Cherokee County, Kansas",1
27900,"Joplin, MO-KS",29097,"Jasper County, Missouri",1
27900,"Joplin, MO-KS",29145,"Newton County, Missouri",1
27940,"Juneau, AK",2110,"Juneau City and Borough, Alaska",0
27980,"Kahului-Wailuku, HI",15005,"Kalawao County, Hawaii",1
27980,"Kahului-Wailuku, HI",15009,"Maui County, Hawaii",1
28020,"Kalamazoo-Portage, MI",26077,"Kalamazoo County, Michigan",1
28060,"Kalispell, MT",30029,"Flathead County, Montana",0
28100,"Kankakee, IL",17091,"Kankakee County, Illinois",1
28140,"Kansas City, MO-KS",20091,"Johnson County, Kansas",1
28140,"Kansas City, MO-KS",20103,"Leavenworth County, Kansas",1
28140,"Kansas City, MO-KS",20107,"Linn County, Kansas",1
28140,"Kansas City, MO-KS",20121,"Miami County, Kansas",1
28140,"Kansas City, MO-KS",20209,"Wyandotte County, Kansas",1
28140,"Kansas City, MO-KS",29013,"Bates County, Missouri",1
28140,"Kansas City, MO-KS",29025,"Caldwell County, Missouri",1
28140,"Kansas City, MO-KS",29037,"Cass County, Missouri",1
28140,"Kansas City, MO-KS",29047,"Clay County, Missouri",1
28140,"Kansas City, MO-KS",29049,"Clinton County, Missouri",1
28140,"Kansas City, MO-KS",29095,"Jackson County, Missouri",1
28140,"Kansas City, MO-KS",29107,"Lafayette County, Missouri",1
28140,"Kansas City, MO-KS",29165,"Platte County, Missouri",1
28140,"Kansas City, MO-KS",29177,"Ray County, Missouri",1
28180,"Kapaa, HI",15007,"Kauai County, Hawaii",0
28260,"Kearney, NE",31019,"Buffalo County, Nebraska",0
28260,"Kearney, NE",31099,"Kearney County, Nebraska",0
28300,"Keene, NH",33005,"Cheshire County, New Hampshire",0
28340,"Kendallville, IN",18113,"Noble County, Indiana",0
28380,"Kennett, MO",29069,"Dunklin County, Missouri",0
28420,"Kennewick-Richland, WA",53005,"Benton County, Washington",1
28420,"Kennewick-Richland, WA",53021,"Franklin County, Washington",1
28450,"Kenosha, WI",55059,"Kenosha County, Wisconsin",1
28500,"Kerrville, TX",48265,"Kerr County, Texas",0
28540,"Ketchikan, AK",2130,"Ketchikan Gateway Borough, Alaska",0
28580,"Key West-Key Largo, FL",12087,"Monroe County, Florida",0
28620,"Kill Devil Hills, NC",37055,"Dare County, North Carolina",0
28660,"Killeen-Temple, TX",48027,"Bell County, Texas",1
28660,"Killeen-Temple, TX",48099,"Coryell County, Texas",1
28660,"Killeen-Temple, TX",48281,"Lampasas County, Texas",1
28680,"Kingsland, GA",13039,"Camden County, Georgia",0
28700,"Kingsport-Bristol, TN-VA",47073,"Hawkins County, Tennessee",1
28700,"Kingsport-Bristol, TN-VA",47163,"Sullivan County, Tennessee",1
28700,"Kingsport-Bristol, TN-VA",51169,"Scott County, Virginia",1
28700,"Kingsport-Bristol, TN-VA",51191,"Washington County, Virginia",1
28700,"Kingsport-Bristol, TN-VA",51520,"Bristol city, Virginia",1
28740,"Kingston, NY",36111,"Ulster County, New York",1
28780,"Kingsville, TX",48273,"Kleberg County, Texas",0
28820,"Kinston, NC",37107,"Lenoir County, North Carolina",0
28860,"Kirksville, MO",29001,"Adair County, Missouri",0
28860,"Kirksville, MO",29197,"Schuyler County, Missouri",0
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",36027,"Dutchess County, New York",1
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",36071,"Orange County, New York",1
28900,"Klamath Falls, OR",41035,"Klamath County, Oregon",0
28940,"Knoxville, TN",47001,"Anderson County, Tennessee",1
28940,"Knoxville, TN",47009,"Blount County, Tennessee",1
28940,"Knoxville, TN",47013,"Campbell County, Tennessee",1
28940,"Knoxville, TN",47057,"Grainger County, Tennessee",1
28940,"Knoxville, TN",47093,"Knox County, Tennessee",1
28940,"Knoxville, TN",47105,"Loudon County, Tennessee",1
28940,"Knoxville, TN",47129,"Morgan County, Tennessee",1
28940,"Knoxville, TN",47145,"Roane County, Tennessee",1
28940,"Knoxville, TN",47173,"Union County, Tennessee",1
29020,"Kokomo, IN",18067,"Howard County, Indiana",1
29060,"Laconia, NH",33001,"Belknap County, New Hampshire",0
29100,"La Crosse-Onalaska, WI-MN",27055,"Houston County, Minnesota",1
29100,"La Crosse-Onalaska, WI-MN",55063,"La Crosse County, Wisconsin",1
29100,"La Crosse-Onalaska, WI-MN",55123,"Vernon County, Wisconsin",1
29180,"Lafayette, LA",22001,"Acadia Parish, Louisiana",1
29180,"Lafayette, LA",22055,"Lafayette Parish, Louisiana",1
29180,"Lafayette, LA",22099,"St. Martin Parish, Louisiana",1
29180,"Lafayette, LA",22113,"Vermilion Parish, Louisiana",1
29200,"Lafayette-West Lafayette, IN",18007,"Benton County, Indiana",1
29200,"Lafayette-West Lafayette, IN",18015,"Carroll County, Indiana",1
29200,"Lafayette-West Lafayette, IN",18157,"Tippecanoe County, Indiana",1
29200,"Lafayette-West Lafayette, IN",18171,"Warren County, Indiana",1
29260,"La Grande, OR",41061,"Union County, Oregon",0
29300,"LaGrange, GA-AL",1017,"Chambers County, Alabama",0
29300,"LaGrange, GA-AL",13285,"Troup County, Georgia",0
29340,"Lake Charles, LA",22019,"Calcasieu Parish, Louisiana",1
29340,"Lake Charles, LA",22023,"Cameron Parish, Louisiana",1
29340,"Lake Charles, LA",22053,"Jefferson Davis Parish, Louisiana",1
29380,"Lake City, FL",12023,"Columbia County, Florida",0
29420,"Lake Havasu City-Kingman, AZ",4015,"Mohave County, Arizona",1
29460,"Lakeland-Winter Haven, FL",12105,"Polk County, Florida",1
29470,"Lake of the Woods, VA",51137,"Orange County, Virginia",0
29540,"Lancaster, PA",42071,"Lancaster County, Pennsylvania",1
29620,"Lansing-East Lansing, MI",26037,"Clinton County, Michigan",1
29620,"Lansing-East Lansing, MI",26045,"Eaton County, Michigan",1
29620,"Lansing-East Lansing, MI",26065,"Ingham County, Michigan",1
29660,"Laramie, WY",56001,"Albany County, Wyoming",0
29700,"Laredo, TX",48479,"Webb County, Texas",1
29720,"Lares, PR",72081,"Lares Municipio, Puerto Rico",0
29740,"Las Cruces, NM",35013,"Doña Ana County, New Mexico",1
29780,"Las Vegas, NM",35033,"Mora County, New Mexico",0
29780,"Las Vegas, NM",35047,"San Miguel County, New Mexico",0
29820,"Las Vegas-Henderson-North Las Vegas, NV",32003,"Clark County, Nevada",1
29860,"Laurel, MS",28061,"Jasper County, Mississippi",0
29860,"Laurel, MS",28067,"Jones County, Mississippi",0
29900,"Laurinburg, NC",37165,"Scotland County, North Carolina",0
